,name,book_to_market,,Date
,亞德客-KY,8.68,,
,中鋼,1.33,,
,和泰車,6.14,,
,聯電,0.86,,
,台達電,5.56,,
,鴻海,1.7,,
,國巨,1.38,,
,台積電,3.85,,
,華碩,1.93,,
,瑞昱,2.5,,
,廣達,2.64,,
,研華,7.11,,
,南亞科,34.03,,
,友達,0.68,,
,中華電,2.12,,
,聯發科,4.13,,
,長榮,1.06,,
,陽明,1.14,,
,萬海,1.1,,
,彰銀,1.28,,
,華南金,1.25,,
,富邦金,1.46,,
,國泰金,2.17,,
,開發金,0.87,,
,玉山金,1.59,,
,元大金,0.99,,
,兆豐金,1.45,,
,台新金,1.1,,
,中信金,1.49,,
,第一金,1.17,,
,統一超,11.51,,
,大立光,9.74,,
,聯詠,3.99,,
,欣興,0.94,,
,台灣大,6.28,,
,遠傳,3.16,,
,中租-KY,2.82,,
,合庫金,0.97,,
,矽力*-KY,11.98,,
,台塑化,2.99,,
,南電,0.92,,
,豐泰,5.18,,
,台泥,1.43,,
,統一,3.06,,
,台塑,1.92,,
,南亞,1.96,,
,台化,1.65,,
,亞德客-KY,5.92,,
,中鋼,1.32,,
,和泰車,5.9,,
,聯電,0.89,,
,台達電,5.38,,
,鴻海,1.66,,
,國巨,1.21,,
,台積電,3.65,,
,華碩,1.73,,
,瑞昱,2.31,,
,廣達,2.6,,
,研華,7,,
,南亞科,11.53,,
,友達,0.74,,
,中華電,2.02,,
,聯發科,3.47,,
,長榮,1,,
,陽明,1.09,,
,萬海,1.06,,
,彰銀,1.24,,
,華南金,1.22,,
,富邦金,1.27,,
,國泰金,1.43,,
,開發金,0.89,,
,玉山金,1.39,,
,元大金,0.98,,
,兆豐金,1.23,,
,台新金,1.05,,
,中信金,1.44,,
,第一金,1.14,,
,統一超,9.31,,
,大立光,9.54,,
,聯詠,3.45,,
,欣興,0.98,,
,台灣大,5.15,,
,遠傳,2.89,,
,中租-KY,2.48,,
,合庫金,0.97,,
,矽力*-KY,6.2,,
,台塑化,2.99,,
,南電,1,,
,豐泰,4.45,,
,台泥,1.41,,
,統一,3.28,,
,台塑,1.86,,
,南亞,1.91,,
,台化,1.6,,
,亞德客-KY,5.25,,
,中鋼,1.36,,
,和泰車,6.05,,
,聯電,0.84,,
,台達電,5.1,,
,鴻海,1.72,,
,國巨,1.16,,
,台積電,3.49,,
,華碩,1.66,,
,瑞昱,2.34,,
,廣達,2.53,,
,研華,6.47,,
,南亞科,11.98,,
,友達,0.8,,
,中華電,1.92,,
,聯發科,3.23,,
,長榮,1.07,,
,陽明,1.14,,
,萬海,1.1,,
,彰銀,1.32,,
,華南金,1.26,,
,富邦金,1.4,,
,國泰金,1.62,,
,開發金,0.9,,
,玉山金,1.46,,
,元大金,1.02,,
,兆豐金,1.31,,
,台新金,1.1,,
,中信金,1.53,,
,第一金,1.22,,
,統一超,9.33,,
,大立光,9.34,,
,聯詠,3.61,,
,欣興,0.86,,
,台灣大,5.13,,
,遠傳,2.65,,
,中租-KY,2.88,,
,合庫金,1.01,,
,矽力*-KY,6.73,,
,台塑化,2.95,,
,南電,0.88,,
,豐泰,4.54,,
,台泥,1.5,,
,統一,3.31,,
,台塑,1.86,,
,南亞,1.92,,
,台化,1.62,,
,亞德客-KY,5.67,,
,中鋼,1.38,,
,和泰車,6.51,,
,聯電,0.81,,
,台達電,5.2,,
,鴻海,1.91,,
,國巨,1.43,,
,台積電,3.58,,
,華碩,1.62,,
,瑞昱,2.67,,
,廣達,2.53,,
,研華,7.71,,
,南亞科,12.13,,
,友達,0.87,,
,中華電,1.95,,
,聯發科,3.44,,
,長榮,1.12,,
,陽明,1.22,,
,萬海,1.36,,
,彰銀,1.27,,
,華南金,1.25,,
,富邦金,1.43,,
,國泰金,1.64,,
,開發金,0.91,,
,玉山金,1.56,,
,元大金,1.01,,
,兆豐金,1.28,,
,台新金,1.14,,
,中信金,1.58,,
,第一金,1.18,,
,統一超,8.82,,
,大立光,9.92,,
,聯詠,3.6,,
,欣興,0.86,,
,台灣大,5.31,,
,遠傳,2.71,,
,中租-KY,2.94,,
,合庫金,0.99,,
,矽力*-KY,6.98,,
,台塑化,2.9,,
,南電,1.04,,
,豐泰,4.68,,
,台泥,1.43,,
,統一,3.2,,
,台塑,1.73,,
,南亞,1.81,,
,台化,1.53,,
,亞德客-KY,4.52,,
,中鋼,1.39,,
,和泰車,6.41,,
,聯電,0.75,,
,台達電,4.75,,
,鴻海,1.8,,
,國巨,1.26,,
,台積電,3.47,,
,華碩,1.5,,
,瑞昱,2.64,,
,廣達,2.31,,
,研華,6.5,,
,南亞科,9.05,,
,友達,0.75,,
,中華電,1.92,,
,聯發科,3.1,,
,長榮,1.1,,
,陽明,1.21,,
,萬海,1.51,,
,彰銀,1.27,,
,華南金,1.19,,
,富邦金,1.37,,
,國泰金,1.59,,
,開發金,0.86,,
,玉山金,1.46,,
,元大金,0.94,,
,兆豐金,1.24,,
,台新金,1.07,,
,中信金,1.54,,
,第一金,1.17,,
,統一超,8.49,,
,大立光,8.74,,
,聯詠,3.53,,
,欣興,0.77,,
,台灣大,5.14,,
,遠傳,2.48,,
,中租-KY,2.68,,
,合庫金,0.98,,
,矽力*-KY,6.38,,
,台塑化,2.84,,
,南電,0.91,,
,豐泰,4.63,,
,台泥,1.59,,
,統一,3.37,,
,台塑,1.6,,
,南亞,1.64,,
,台化,1.49,,
,亞德客-KY,4.36,,
,中鋼,1.43,,
,和泰車,7.87,,
,聯電,0.81,,
,台達電,5.03,,
,鴻海,1.79,,
,國巨,0.82,,
,台積電,3.86,,
,華碩,1.62,,
,瑞昱,2.68,,
,廣達,2.48,,
,研華,6.94,,
,南亞科,6.42,,
,友達,0.83,,
,中華電,2.08,,
,聯發科,3.18,,
,長榮,1.12,,
,陽明,1.27,,
,萬海,1.6,,
,彰銀,1.33,,
,華南金,1.23,,
,富邦金,1.46,,
,國泰金,1.55,,
,開發金,0.93,,
,玉山金,1.34,,
,元大金,0.95,,
,兆豐金,1.28,,
,台新金,1.05,,
,中信金,1.49,,
,第一金,1.19,,
,統一超,10.5,,
,大立光,8.6,,
,聯詠,3.97,,
,欣興,0.81,,
,台灣大,6.7,,
,遠傳,3.24,,
,中租-KY,2.79,,
,合庫金,0.98,,
,矽力*-KY,5.6,,
,台塑化,2.76,,
,南電,0.71,,
,豐泰,5.28,,
,台泥,1.56,,
,統一,3.23,,
,台塑,1.62,,
,南亞,1.69,,
,台化,1.47,,
,亞德客-KY,5.49,,
,中鋼,1.42,,
,和泰車,8.59,,
,聯電,0.83,,
,台達電,5.16,,
,鴻海,1.81,,
,國巨,0.9,,
,台積電,4.18,,
,華碩,1.77,,
,瑞昱,2.75,,
,廣達,2.5,,
,研華,6.98,,
,南亞科,7.25,,
,友達,0.84,,
,中華電,2.09,,
,聯發科,3.41,,
,長榮,1.14,,
,陽明,1.23,,
,萬海,1.95,,
,彰銀,1.27,,
,華南金,1.22,,
,富邦金,1.44,,
,國泰金,1.55,,
,開發金,0.94,,
,玉山金,1.37,,
,元大金,0.94,,
,兆豐金,1.28,,
,台新金,1.04,,
,中信金,1.47,,
,第一金,1.2,,
,統一超,11.09,,
,大立光,9.6,,
,聯詠,4.42,,
,欣興,0.79,,
,台灣大,6.68,,
,遠傳,3.22,,
,中租-KY,2.96,,
,合庫金,0.98,,
,矽力*-KY,6.42,,
,台塑化,2.71,,
,南電,0.69,,
,豐泰,6.01,,
,台泥,1.44,,
,統一,3.12,,
,台塑,1.68,,
,南亞,1.69,,
,台化,1.44,,
,亞德客-KY,5.27,,
,中鋼,1.4,,
,和泰車,7.77,,
,聯電,0.88,,
,台達電,4.82,,
,鴻海,1.51,,
,國巨,1.4,,
,台積電,3.82,,
,華碩,1.75,,
,瑞昱,2.59,,
,廣達,2.46,,
,研華,7.25,,
,南亞科,6.07,,
,友達,0.89,,
,中華電,2.05,,
,聯發科,3.14,,
,長榮,1.33,,
,陽明,1.47,,
,萬海,1.86,,
,彰銀,1.23,,
,華南金,1.18,,
,富邦金,1.4,,
,國泰金,1.49,,
,開發金,0.93,,
,玉山金,1.33,,
,元大金,0.94,,
,兆豐金,1.2,,
,台新金,0.92,,
,中信金,1.4,,
,第一金,1.16,,
,統一超,10.12,,
,大立光,8.31,,
,聯詠,4.14,,
,欣興,0.82,,
,台灣大,6.61,,
,遠傳,3.37,,
,中租-KY,2.71,,
,合庫金,0.97,,
,矽力*-KY,6.32,,
,台塑化,2.68,,
,南電,0.71,,
,豐泰,5.78,,
,台泥,1.41,,
,統一,3.14,,
,台塑,1.77,,
,南亞,1.64,,
,台化,1.46,,
,亞德客-KY,5.07,,
,中鋼,1.42,,
,和泰車,7.42,,
,聯電,0.92,,
,台達電,4.95,,
,鴻海,1.49,,
,國巨,1.56,,
,台積電,3.82,,
,華碩,1.68,,
,瑞昱,2.37,,
,廣達,2.39,,
,研華,7.36,,
,南亞科,5.73,,
,友達,0.95,,
,中華電,2.08,,
,聯發科,3.29,,
,長榮,1.33,,
,陽明,1.49,,
,萬海,2.23,,
,彰銀,1.21,,
,華南金,1.17,,
,富邦金,1.39,,
,國泰金,1.45,,
,開發金,0.96,,
,玉山金,1.31,,
,元大金,0.93,,
,兆豐金,1.19,,
,台新金,0.91,,
,中信金,1.37,,
,第一金,1.14,,
,統一超,10.06,,
,大立光,9.16,,
,聯詠,4.08,,
,欣興,0.75,,
,台灣大,6.58,,
,遠傳,3.56,,
,中租-KY,2.57,,
,合庫金,0.97,,
,矽力*-KY,5.62,,
,台塑化,2.62,,
,南電,0.76,,
,豐泰,7.13,,
,台泥,1.42,,
,統一,3.28,,
,台塑,1.8,,
,南亞,1.76,,
,台化,1.51,,
,亞德客-KY,4.98,,
,中鋼,1.39,,
,和泰車,7.81,,
,聯電,0.96,,
,台達電,5.19,,
,鴻海,1.5,,
,國巨,1.64,,
,台積電,4.08,,
,華碩,1.65,,
,瑞昱,2.4,,
,廣達,2.47,,
,研華,7.42,,
,南亞科,5.9,,
,友達,0.91,,
,中華電,2.14,,
,聯發科,3.22,,
,長榮,1.37,,
,陽明,1.54,,
,萬海,2.35,,
,彰銀,1.25,,
,華南金,1.2,,
,富邦金,1.54,,
,國泰金,1.52,,
,開發金,1.01,,
,玉山金,1.33,,
,元大金,0.97,,
,兆豐金,1.23,,
,台新金,0.95,,
,中信金,1.43,,
,第一金,1.15,,
,統一超,10.1,,
,大立光,9.3,,
,聯詠,3.93,,
,欣興,0.72,,
,台灣大,6.8,,
,遠傳,3.58,,
,中租-KY,2.63,,
,合庫金,1.12,,
,矽力*-KY,5.6,,
,台塑化,2.68,,
,南電,0.76,,
,豐泰,7.88,,
,台泥,1.46,,
,統一,3.26,,
,台塑,1.76,,
,南亞,1.8,,
,台化,1.54,,
,亞德客-KY,4.63,,
,中鋼,1.39,,
,和泰車,7.9,,
,聯電,0.93,,
,台達電,5.05,,
,鴻海,1.57,,
,國巨,1.77,,
,台積電,3.94,,
,華碩,1.59,,
,瑞昱,2.44,,
,廣達,2.35,,
,研華,7.37,,
,南亞科,5.94,,
,友達,0.87,,
,中華電,2.17,,
,聯發科,2.88,,
,長榮,1.38,,
,陽明,1.63,,
,萬海,2.59,,
,彰銀,1.22,,
,華南金,1.19,,
,富邦金,1.55,,
,國泰金,1.59,,
,開發金,1,,
,玉山金,1.3,,
,元大金,0.97,,
,兆豐金,1.28,,
,台新金,0.94,,
,中信金,1.42,,
,第一金,1.15,,
,統一超,9.75,,
,大立光,9.35,,
,聯詠,3.77,,
,欣興,0.69,,
,台灣大,6.92,,
,遠傳,3.48,,
,中租-KY,2.68,,
,合庫金,1.1,,
,矽力*-KY,5.89,,
,台塑化,2.67,,
,南電,0.88,,
,豐泰,11.34,,
,台泥,1.44,,
,統一,3.13,,
,台塑,1.83,,
,南亞,1.95,,
,台化,1.68,,
,亞德客-KY,4.63,,
,中鋼,1.37,,
,和泰車,8.68,,
,聯電,0.88,,
,台達電,4.73,,
,鴻海,1.58,,
,國巨,1.76,,
,台積電,3.99,,
,華碩,1.64,,
,瑞昱,2.34,,
,廣達,2.39,,
,研華,7.84,,
,南亞科,5.16,,
,友達,0.85,,
,中華電,2.16,,
,聯發科,2.69,,
,長榮,1.24,,
,陽明,1.49,,
,萬海,2.28,,
,彰銀,1.27,,
,華南金,1.26,,
,富邦金,1.82,,
,國泰金,1.71,,
,開發金,1.18,,
,玉山金,1.47,,
,元大金,1.09,,
,兆豐金,1.34,,
,台新金,0.99,,
,中信金,1.63,,
,第一金,1.2,,
,統一超,9.4,,
,大立光,10.69,,
,聯詠,3.74,,
,欣興,0.62,,
,台灣大,6.83,,
,遠傳,3.37,,
,中租-KY,2.89,,
,合庫金,1.15,,
,矽力*-KY,7.53,,
,台塑化,3.08,,
,南電,0.94,,
,豐泰,11.4,,
,台泥,1.38,,
,統一,3.4,,
,台塑,1.75,,
,南亞,1.88,,
,台化,1.61,,
,亞德客-KY,4.49,,
,中鋼,1.36,,
,和泰車,8.08,,
,聯電,0.83,,
,台達電,4.49,,
,鴻海,1.74,,
,國巨,1.62,,
,台積電,3.96,,
,華碩,1.52,,
,瑞昱,2.29,,
,廣達,2.42,,
,研華,7.65,,
,南亞科,5.04,,
,友達,0.93,,
,中華電,2.12,,
,聯發科,2.82,,
,長榮,1.05,,
,陽明,1.15,,
,萬海,1.96,,
,彰銀,1.21,,
,華南金,1.23,,
,富邦金,1.74,,
,國泰金,1.74,,
,開發金,1.12,,
,玉山金,1.46,,
,元大金,1.1,,
,兆豐金,1.35,,
,台新金,0.94,,
,中信金,1.59,,
,第一金,1.17,,
,統一超,9.19,,
,大立光,11.87,,
,聯詠,3.9,,
,欣興,0.57,,
,台灣大,6.83,,
,遠傳,3.36,,
,中租-KY,2.67,,
,合庫金,1.13,,
,矽力*-KY,7.65,,
,台塑化,2.93,,
,南電,0.89,,
,豐泰,9.89,,
,台泥,1.22,,
,統一,3.12,,
,台塑,1.58,,
,南亞,1.78,,
,台化,1.55,,
,亞德客-KY,3.45,,
,中鋼,1.25,,
,和泰車,6.22,,
,聯電,0.74,,
,台達電,3.65,,
,鴻海,1.55,,
,國巨,1.24,,
,台積電,3.24,,
,華碩,1.29,,
,瑞昱,1.77,,
,廣達,2.08,,
,研華,5.75,,
,南亞科,2.6,,
,友達,0.71,,
,中華電,2.03,,
,聯發科,2.62,,
,長榮,0.88,,
,陽明,0.91,,
,萬海,1.45,,
,彰銀,1.15,,
,華南金,1.12,,
,富邦金,1.43,,
,國泰金,1.49,,
,開發金,1.03,,
,玉山金,1.33,,
,元大金,0.97,,
,兆豐金,1.29,,
,台新金,0.96,,
,中信金,1.55,,
,第一金,1.11,,
,統一超,7.9,,
,大立光,9.35,,
,聯詠,3.02,,
,欣興,0.55,,
,台灣大,5.53,,
,遠傳,3.21,,
,中租-KY,2.27,,
,合庫金,0.94,,
,矽力*-KY,6.68,,
,台塑化,3.12,,
,南電,0.69,,
,豐泰,8.95,,
,台泥,1.07,,
,統一,3.17,,
,台塑,1.53,,
,南亞,1.59,,
,台化,1.56,,
,亞德客-KY,2.58,,
,中鋼,1.15,,
,和泰車,5.77,,
,聯電,0.64,,
,台達電,3.59,,
,鴻海,1.45,,
,國巨,1.16,,
,台積電,3.22,,
,華碩,1.22,,
,瑞昱,1.39,,
,廣達,1.74,,
,研華,5.78,,
,南亞科,1.72,,
,友達,0.52,,
,中華電,2.03,,
,聯發科,2.06,,
,長榮,0.85,,
,陽明,0.92,,
,萬海,1.56,,
,彰銀,1.14,,
,華南金,1.13,,
,富邦金,1.34,,
,國泰金,1.41,,
,開發金,0.92,,
,玉山金,1.35,,
,元大金,0.9,,
,兆豐金,1.26,,
,台新金,0.93,,
,中信金,1.46,,
,第一金,1.24,,
,統一超,8.35,,
,大立光,8.5,,
,聯詠,2.32,,
,欣興,0.52,,
,台灣大,5.61,,
,遠傳,3.18,,
,中租-KY,2.09,,
,合庫金,0.93,,
,矽力*-KY,6.29,,
,台塑化,2.94,,
,南電,0.55,,
,豐泰,8.82,,
,台泥,1.09,,
,統一,3.44,,
,台塑,1.56,,
,南亞,1.46,,
,台化,1.45,,
,亞德客-KY,2.76,,
,中鋼,0.99,,
,和泰車,5.1,,
,聯電,0.61,,
,台達電,3.76,,
,鴻海,1.48,,
,國巨,1.15,,
,台積電,2.98,,
,華碩,1.27,,
,瑞昱,1.31,,
,廣達,1.7,,
,研華,5.62,,
,南亞科,2.02,,
,友達,0.55,,
,中華電,2.04,,
,聯發科,1.56,,
,長榮,0.8,,
,陽明,0.88,,
,萬海,1.32,,
,彰銀,1.1,,
,華南金,1.03,,
,富邦金,1.3,,
,國泰金,1.3,,
,開發金,0.83,,
,玉山金,1.37,,
,元大金,0.8,,
,兆豐金,1.14,,
,台新金,0.85,,
,中信金,1.35,,
,第一金,1.15,,
,統一超,7.92,,
,大立光,8.01,,
,聯詠,2.21,,
,欣興,0.44,,
,台灣大,5.25,,
,遠傳,3.07,,
,中租-KY,1.66,,
,合庫金,0.85,,
,矽力*-KY,6.08,,
,台塑化,2.88,,
,南電,0.53,,
,豐泰,9.94,,
,台泥,1.04,,
,統一,3.38,,
,台塑,1.51,,
,南亞,1.37,,
,台化,1.39,,
,亞德客-KY,3.09,,
,中鋼,0.98,,
,和泰車,4.99,,
,聯電,0.61,,
,台達電,3.56,,
,鴻海,1.45,,
,國巨,1.26,,
,台積電,3,,
,華碩,1.21,,
,瑞昱,1.25,,
,廣達,1.63,,
,研華,6.11,,
,南亞科,1.84,,
,友達,0.51,,
,中華電,2.04,,
,聯發科,1.51,,
,長榮,0.77,,
,陽明,0.8,,
,萬海,1.22,,
,彰銀,1.12,,
,華南金,1.03,,
,富邦金,1.19,,
,國泰金,1.25,,
,開發金,0.78,,
,玉山金,1.36,,
,元大金,0.75,,
,兆豐金,1.06,,
,台新金,0.87,,
,中信金,1.17,,
,第一金,1.09,,
,統一超,7.46,,
,大立光,6.79,,
,聯詠,2.09,,
,欣興,0.43,,
,台灣大,5.39,,
,遠傳,3.05,,
,中租-KY,1.64,,
,合庫金,0.83,,
,矽力*-KY,6.78,,
,台塑化,3.09,,
,南電,0.55,,
,豐泰,10.53,,
,台泥,1.22,,
,統一,3.43,,
,台塑,1.71,,
,南亞,1.68,,
,台化,1.6,,
,亞德客-KY,3.13,,
,中鋼,1.05,,
,和泰車,5.93,,
,聯電,0.69,,
,台達電,4.44,,
,鴻海,1.51,,
,國巨,1.38,,
,台積電,3.32,,
,華碩,1.32,,
,瑞昱,1.74,,
,廣達,1.75,,
,研華,7.1,,
,南亞科,2.04,,
,友達,0.51,,
,中華電,2.22,,
,聯發科,1.78,,
,長榮,0.82,,
,陽明,0.84,,
,萬海,1.41,,
,彰銀,1.16,,
,華南金,1.06,,
,富邦金,1.41,,
,國泰金,1.36,,
,開發金,0.81,,
,玉山金,1.37,,
,元大金,0.78,,
,兆豐金,1.15,,
,台新金,0.94,,
,中信金,1.41,,
,第一金,1.17,,
,統一超,9.63,,
,大立光,7.02,,
,聯詠,2.66,,
,欣興,0.51,,
,台灣大,6.72,,
,遠傳,3.44,,
,中租-KY,2.08,,
,合庫金,0.9,,
,矽力*-KY,7.08,,
,台塑化,3.04,,
,南電,0.59,,
,豐泰,10.8,,
,台泥,0.99,,
,統一,3.36,,
,台塑,1.67,,
,南亞,1.53,,
,台化,1.51,,
,亞德客-KY,2.71,,
,中鋼,0.97,,
,和泰車,5.49,,
,聯電,0.69,,
,台達電,4.46,,
,鴻海,1.43,,
,國巨,1.35,,
,台積電,3.38,,
,華碩,1.22,,
,瑞昱,1.73,,
,廣達,1.61,,
,研華,6.52,,
,南亞科,2.18,,
,友達,0.46,,
,中華電,2.23,,
,聯發科,1.82,,
,長榮,0.73,,
,陽明,0.69,,
,萬海,1.1,,
,彰銀,1.09,,
,華南金,1.04,,
,富邦金,1.39,,
,國泰金,1.34,,
,開發金,0.78,,
,玉山金,1.38,,
,元大金,0.75,,
,兆豐金,1.2,,
,台新金,0.85,,
,中信金,1.35,,
,第一金,1.13,,
,統一超,9.32,,
,大立光,6.96,,
,聯詠,2.84,,
,欣興,0.53,,
,台灣大,6.46,,
,遠傳,3.36,,
,中租-KY,1.84,,
,合庫金,0.86,,
,矽力*-KY,8.21,,
,台塑化,2.97,,
,南電,0.58,,
,豐泰,10.39,,
,台泥,0.92,,
,統一,3.22,,
,台塑,1.8,,
,南亞,1.54,,
,台化,1.63,,
,亞德客-KY,2.65,,
,中鋼,0.96,,
,和泰車,5.55,,
,聯電,0.7,,
,台達電,4.23,,
,鴻海,1.3,,
,國巨,1.37,,
,台積電,3.22,,
,華碩,1.21,,
,瑞昱,1.84,,
,廣達,1.59,,
,研華,6.03,,
,南亞科,2.4,,
,友達,0.5,,
,中華電,2.14,,
,聯發科,1.66,,
,長榮,0.74,,
,陽明,0.83,,
,萬海,1.13,,
,彰銀,1.04,,
,華南金,1.01,,
,富邦金,1.3,,
,國泰金,1.33,,
,開發金,0.76,,
,玉山金,1.29,,
,元大金,0.72,,
,兆豐金,1.1,,
,台新金,0.82,,
,中信金,1.28,,
,第一金,0.95,,
,統一超,8.25,,
,大立光,5.36,,
,聯詠,2.9,,
,欣興,0.5,,
,台灣大,6.14,,
,遠傳,3.15,,
,中租-KY,1.76,,
,合庫金,0.83,,
,矽力*-KY,6.37,,
,台塑化,3.02,,
,南電,0.59,,
,豐泰,8.27,,
,台泥,0.92,,
,統一,3.23,,
,台塑,1.79,,
,南亞,1.47,,
,台化,1.57,,
,亞德客-KY,2.82,,
,中鋼,0.94,,
,和泰車,5.03,,
,聯電,0.73,,
,台達電,3.85,,
,鴻海,1.26,,
,國巨,1.36,,
,台積電,3.2,,
,華碩,1.2,,
,瑞昱,1.92,,
,廣達,1.6,,
,研華,5.79,,
,南亞科,2.14,,
,友達,0.45,,
,中華電,2.21,,
,聯發科,1.45,,
,長榮,0.69,,
,陽明,0.79,,
,萬海,1.12,,
,彰銀,1.11,,
,華南金,0.99,,
,富邦金,1.1,,
,國泰金,1.08,,
,開發金,0.75,,
,玉山金,1.19,,
,元大金,0.64,,
,兆豐金,1.12,,
,台新金,0.78,,
,中信金,1.22,,
,第一金,0.95,,
,統一超,8.83,,
,大立光,5.9,,
,聯詠,3.1,,
,欣興,0.5,,
,台灣大,6.13,,
,遠傳,3.21,,
,中租-KY,1.64,,
,合庫金,0.84,,
,矽力*-KY,8.15,,
,台塑化,3.14,,
,南電,0.58,,
,豐泰,8.69,,
,台泥,1.01,,
,統一,3.36,,
,台塑,1.85,,
,南亞,1.61,,
,台化,1.64,,
,亞德客-KY,2.98,,
,中鋼,1.1,,
,和泰車,5.03,,
,聯電,0.77,,
,台達電,3.66,,
,鴻海,1.26,,
,國巨,1.41,,
,台積電,3.36,,
,華碩,1.21,,
,瑞昱,1.96,,
,廣達,1.69,,
,研華,6.56,,
,南亞科,2.16,,
,友達,0.46,,
,中華電,2.26,,
,聯發科,1.57,,
,長榮,0.67,,
,陽明,0.84,,
,萬海,1.14,,
,彰銀,1.08,,
,華南金,1.03,,
,富邦金,1.14,,
,國泰金,1.07,,
,開發金,0.74,,
,玉山金,1.16,,
,元大金,0.63,,
,兆豐金,1.14,,
,台新金,0.79,,
,中信金,1.23,,
,第一金,0.96,,
,統一超,9.05,,
,大立光,5.98,,
,聯詠,3.11,,
,欣興,0.6,,
,台灣大,6.29,,
,遠傳,3.24,,
,中租-KY,1.72,,
,合庫金,0.86,,
,矽力*-KY,8.12,,
,台塑化,3.23,,
,南電,0.61,,
,豐泰,8.89,,
,台泥,1.06,,
,統一,3.31,,
,台塑,1.87,,
,南亞,1.71,,
,台化,1.76,,
,亞德客-KY,3.31,,
,中鋼,1.19,,
,和泰車,5.17,,
,聯電,0.76,,
,台達電,3.86,,
,鴻海,1.37,,
,國巨,1.36,,
,台積電,3.65,,
,華碩,1.28,,
,瑞昱,2.07,,
,廣達,1.69,,
,研華,6.74,,
,南亞科,2.1,,
,友達,0.5,,
,中華電,2.36,,
,聯發科,1.64,,
,長榮,0.67,,
,陽明,0.82,,
,萬海,1.15,,
,彰銀,1.1,,
,華南金,1.06,,
,富邦金,1.18,,
,國泰金,1.11,,
,開發金,0.79,,
,玉山金,1.21,,
,元大金,0.76,,
,兆豐金,1.19,,
,台新金,0.81,,
,中信金,1.29,,
,第一金,0.99,,
,統一超,9.41,,
,大立光,5.89,,
,聯詠,2.92,,
,欣興,0.56,,
,台灣大,6.41,,
,遠傳,3.36,,
,中租-KY,1.74,,
,合庫金,0.87,,
,矽力*-KY,8.23,,
,台塑化,3.54,,
,南電,0.6,,
,豐泰,8.42,,
,台泥,1.11,,
,統一,3.41,,
,台塑,1.88,,
,南亞,1.59,,
,台化,1.81,,
,亞德客-KY,3.73,,
,中鋼,1.21,,
,和泰車,4.66,,
,聯電,0.69,,
,台達電,4.08,,
,鴻海,1.24,,
,國巨,1.34,,
,台積電,3.38,,
,華碩,1.26,,
,瑞昱,2.12,,
,廣達,1.56,,
,研華,6.5,,
,南亞科,1.98,,
,友達,0.48,,
,中華電,2.35,,
,聯發科,1.53,,
,長榮,0.67,,
,陽明,0.82,,
,萬海,1.1,,
,彰銀,1.12,,
,華南金,1.04,,
,富邦金,1.13,,
,國泰金,1.04,,
,開發金,0.75,,
,玉山金,1.2,,
,元大金,0.71,,
,兆豐金,1.19,,
,台新金,0.87,,
,中信金,1.24,,
,第一金,0.98,,
,統一超,9.17,,
,大立光,5.36,,
,聯詠,2.54,,
,欣興,0.55,,
,台灣大,6.54,,
,遠傳,3.4,,
,中租-KY,1.68,,
,合庫金,0.86,,
,矽力*-KY,8.07,,
,台塑化,3.51,,
,南電,0.54,,
,豐泰,6.84,,
,台泥,1.01,,
,統一,3.64,,
,台塑,1.85,,
,南亞,1.57,,
,台化,1.81,,
,亞德客-KY,3.81,,
,中鋼,1.08,,
,和泰車,4.55,,
,聯電,0.7,,
,台達電,4.08,,
,鴻海,1.29,,
,國巨,1.4,,
,台積電,3.53,,
,華碩,1.24,,
,瑞昱,2.07,,
,廣達,1.74,,
,研華,6.87,,
,南亞科,2.08,,
,友達,0.46,,
,中華電,2.37,,
,聯發科,1.46,,
,長榮,0.65,,
,陽明,0.75,,
,萬海,1.05,,
,彰銀,1.1,,
,華南金,1.08,,
,富邦金,1.11,,
,國泰金,1.08,,
,開發金,0.75,,
,玉山金,1.23,,
,元大金,0.73,,
,兆豐金,1.24,,
,台新金,0.88,,
,中信金,1.3,,
,第一金,1.03,,
,統一超,9.93,,
,大立光,6.42,,
,聯詠,2.44,,
,欣興,0.5,,
,台灣大,6.84,,
,遠傳,3.5,,
,中租-KY,1.55,,
,合庫金,0.87,,
,矽力*-KY,7.25,,
,台塑化,3.41,,
,南電,0.53,,
,豐泰,6.72,,
,台泥,1.1,,
,統一,3.6,,
,台塑,1.68,,
,南亞,1.46,,
,台化,1.62,,
,亞德客-KY,4.02,,
,中鋼,1.12,,
,和泰車,4.1,,
,聯電,0.7,,
,台達電,3.22,,
,鴻海,1.26,,
,國巨,1.35,,
,台積電,3.29,,
,華碩,1.14,,
,瑞昱,2.25,,
,廣達,1.74,,
,研華,6.23,,
,南亞科,1.59,,
,友達,0.6,,
,中華電,2.37,,
,聯發科,1.58,,
,長榮,0.78,,
,陽明,0.87,,
,萬海,1.11,,
,彰銀,1.06,,
,華南金,1.06,,
,富邦金,0.97,,
,國泰金,0.95,,
,開發金,0.71,,
,玉山金,1.22,,
,元大金,0.63,,
,兆豐金,1.1,,
,台新金,0.9,,
,中信金,1.06,,
,第一金,1.01,,
,統一超,8.83,,
,大立光,5.94,,
,聯詠,2.45,,
,欣興,0.5,,
,台灣大,6.04,,
,遠傳,3.39,,
,中租-KY,1.51,,
,合庫金,0.82,,
,矽力*-KY,6.15,,
,台塑化,3.02,,
